124,136,22,54
131,134,22,54
136,136,22,54
141,136,22,54
147,136,22,53
153,136,22,53
159,136,22,53
164,136,21,52
172,136,21,52
177,136,21,52
182,137,21,52
189,138,21,51
195,137,21,51
201,138,21,51
206,139,21,51
214,139,21,51
219,140,21,52
224,139,21,51
231,139,21,51
234,140,21,52
242,139,21,52
246,141,21,52
250,139,21,53
258,140,21,53
260,140,22,53
267,141,22,53
272,142,22,53
276,141,22,53
284,144,22,53
285,145,22,53
292,144,22,53
296,148,22,53
299,148,21,53
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
298,151,23,55
287,151,23,55
272,153,23,55
255,153,23,55
244,155,23,55
224,156,23,55
213,156,23,55
195,159,23,55
180,157,23,55
169,160,23,55
150,162,23,56
141,160,23,56
130,165,23,56
121,163,24,56
120,164,23,56
113,166,24,56
117,165,23,56
119,167,24,57
119,168,24,57
124,168,24,57
126,170,24,57
130,173,24,57
128,178,24,56
133,178,24,56
150,189,23,55
147,190,23,55
149,190,23,55
146,193,23,55
146,192,23,55
146,194,23,55
143,194,23,55
146,194,23,55
143,197,23,56
146,195,24,56
149,196,24,56
146,198,23,56
152,196,23,56
153,200,24,56
156,199,24,56
166,201,23,56
167,203,23,56
177,202,23,56
186,205,23,56
192,206,23,55
206,206,23,56
210,209,23,56
219,208,24,56
230,210,23,56
236,210,23,56
247,210,23,56
253,212,23,56
255,211,23,56
261,212,23,56
262,214,23,56
262,214,23,55
261,216,23,54
254,217,22,53
250,218,22,53
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
