761,557,278,123
736,553,276,115
745,553,281,119
741,564,291,108
744,571,294,100
748,565,288,91
736,547,306,120
737,573,314,102
708,523,331,161
720,549,314,121
728,568,307,112
727,575,321,109
727,583,320,84
721,569,346,117
747,565,308,117
724,577,342,107
727,583,353,100
727,584,341,94
719,576,357,106
717,580,357,102
700,573,375,105
728,569,344,119
712,571,362,115
699,575,373,105
704,573,376,101
740,580,328,107
727,584,335,104
720,583,347,108
707,576,364,108
704,571,360,119
723,575,341,115
717,573,354,115
721,573,349,113
721,585,339,94
736,579,344,105
717,585,359,98
709,569,385,113
725,573,359,110
725,576,345,108
717,573,353,115
713,584,359,94
735,583,343,109
720,573,352,114
707,571,372,116
713,576,361,111
723,583,349,109
725,576,341,115
717,579,351,103
715,573,355,115
723,580,341,106
724,571,351,121
724,567,346,124
723,585,344,98
728,575,334,119
